# Vorgangs-Register — Durchlaufzeit und Wartezeit
#
# Erzeugt aus logbuch/fristen.md von scripts/vorgaenge-bilanz.sh.
# Spalten: id <TAB> titel <TAB> projekt <TAB> frist <TAB> status <TAB> ball_bei <TAB> letzte_bewegung <TAB> eroeffnet <TAB> geschlossen
#
# ball_bei wird nur gesetzt, wenn ein Marker im Text belegt ist
# (AKTION JANS / AKTION Raphael / Ball bei X). Sonst 'unbekannt' — nie geraten.
# eroeffnet wird von Hand bzw. vom Radar gepflegt und bei Neulaeufen NICHT
# ueberschrieben. Ohne dieses Feld gibt es keine Durchlaufzeit.
#
# Stand: 11.09.2026
albertstrasse-7-angebot-2607101-a4-vergleich	Albertstrasse 7 / Angebot 2607101 — A4-Vergleichsblatt 07.07.↔15.07	Albertstrasse 7 / 2620	2026-07-17	erledigt	unbekannt	2026-07-17		
albertstrasse-7-bkp-275-00-schliesssystem-j-	Albertstrasse 7, BKP 275.00 Schliesssystem — J. Struebi (Portunus) sendet	Albertstrasse 7	2026-06-30	nachfassen	unbekannt	2026-06-30		
albertstrasse-7-kispi-waschtuerme-f-staehlin	Albertstrasse 7 / KISPI-Waschtuerme — F. Staehlin (Elektro-Staehlin AG)	Albertstrasse 7 / 2619 KISPI	2026-07-15	beobachten	unbekannt	2026-07-16		
albertstrasse-7-los-273-00-schreinerarbeiten	Albertstrasse 7, Los 273.00 Schreinerarbeiten (Hochschraenke + EI30-Tuere) —	Albertstrasse 7	2026-07-06	nachfassen	JANS	2026-07-06		
albertstrasse-7-nova-property-rj-sendet-17-0	Albertstrasse 7 / Nova Property — RJ sendet 17.07. 12:47 an R. Steinmann die	Albertstrasse 7 / 2620	offen	beobachten	unbekannt	2026-07-17		
arbeitseinstellung-kispi-ppts-angekuendigt-r	Arbeitseinstellung KISPI PPTS angekuendigt — Raphael hat den Hebel selbst angesetzt, und	2619 KISPI PPTS	2026-09-01	offen, Entscheid Raphael	Raphael	2026-09-01		
ausmass-malerarbeiten-an-miro-albertstrasse-	Ausmass Malerarbeiten an MIRO, Albertstrasse 7 (20.06. 09:00–09:30) —			erledigt	unbekannt	2026-06-21		2026-06-21
baumackerstrasse-43-b24-00351-02-projekt-id-	Baumackerstrasse 43 (B24-00351.02, Projekt-ID 1840759) — AFB-Auskunft	Baumackerstrasse 43	offen	beobachten	unbekannt	2026-07-17		
baustellentermin-fixiert-estermann-bringt-am	Baustellentermin fixiert: Estermann bringt am Freitag 31.08. ab 06:30 die RHS ein, und das	hoch	2026-08-21	unklar	unbekannt	2026-08-31		
beschaffungsentscheid-arbeitsstation-ram-dim	Beschaffungsentscheid Arbeitsstation — RAM-Dimensionierung offen	Infrastruktur	offen	offen	unbekannt	2026-07-28		
besichtigung-david-bahnhofstrasse-27-am-19-0	Besichtigung David (Bahnhofstrasse 27) am 19.06. 19:00–21:00 durchgefuehrt			erledigt	unbekannt	2026-06-20		2026-06-20
besprechung-schliessanlage-albertstrasse-7-b	Besprechung Schliessanlage Albertstrasse 7 (BKP 275.00, 22.06. 15:00–16:00			erledigt	unbekannt	2026-06-22		2026-06-22
betrieb-buchhaltung-hoch	Betrieb / Buchhaltung   hoch			erledigt	unbekannt	2026-09-08		0008-00-00
betriebsausfall-buero-beendet-nas-ds918-und-	Betriebsausfall Buero BEENDET — NAS DS918+ und Mac Mini seit 20.07. ca. 09:30 wieder onl	Infrastruktur	2026-07-00	nachfassen	unbekannt	2026-07-20	2026-07-20	
bexio-abo-entscheid-vor-der-automatischen-mi	bexio-Abo: Entscheid VOR der automatischen Migration Starter → Advanced am 08.10.2026	Betrieb / Buchhaltung / AG Raphael Jans AG	2026-09-08	unklar	unbekannt	2026-09-08		
bexio-doppelimport-anfrage-neu-ueber-bexio-k	bexio-Doppelimport: Anfrage neu ueber bexio-Kontaktformular einreichen	bexio	2026-06-18	offen	unbekannt	2026-06-18		
bexio-personal-access-token-erneuern-laeuft-	bexio Personal Access Token erneuern (laeuft ab)	bexio-Connector	2026-12-13	beobachten	unbekannt			
bexio-support-wegen-doppelimport-angeschrieb	bexio-Support wegen Doppelimport angeschrieben (Adresse support@ inaktiv, siehe			erledigt	unbekannt	2026-06-13		2026-06-13
bexio-zugang-tot-die-debitoren-aufsicht-ist-	bexio-Zugang tot — die Debitoren-Aufsicht ist blind, seit mindestens dem 09.08.2026	Infrastruktur/Debitoren + Verzugscheck 31.08.2026 + Verzugscheck 01.09.2026 + Verzugscheck 02.09.2026 + Verzugscheck 03.09.2026 + Verzugscheck 04.09.2026 + Verzugscheck 07.09.2026 + Verzugscheck 08.09.2026 + Hygiene 04.09.2026 + Hygiene 09.09.2026	offen	offen	Raphael	2026-09-09	2026-06-13	
bkp-code-271-10-existiert-nicht-zwei-normati	BKP-Code «271.10» existiert nicht — zwei normative Quellen korrigiert, 13 weitere Fund	alle LV-erzeugenden Skills	offen	unklar	JANS	2026-08-03		
brandschutz-grundsatzfrage-c40-offene-wissen	Brandschutz-Grundsatzfrage C40 (offene Wissensluecke, Kostenwirkung)	2414 Thalwil / Wissens-Layer Brandschutz	offen	offen	unbekannt	2026-07-28		
claude-cli-macbook-pro-haengt-seit-15-08-202	Claude-CLI MacBook Pro haengt seit 15.08.2026 05:15			erledigt	unbekannt	2026-08-18	2026-08-15	2026-08-00
controlling-niederhasli-rechenfehler-in-eine	Controlling Niederhasli — Rechenfehler in einer Fassung, die beim Kunden liegt	Controlling Niederhasli / KB immobilienbewertung	offen	offen	unbekannt	2026-07-31	2026-07-15	
dauerschicht-loop-macbook-pro-laeuft-mac-min	Dauerschicht-Loop MacBook Pro LAEUFT + Mac-Mini-Nachtschicht 18:00–09:00 EINGERICHTET	Infrastruktur	2026-07-00	erledigt	unbekannt	2026-07-20		
debitor-re-00100-nova-property-fund-manageme	Debitor RE-00100 — Nova Property Fund Management AG, CHF 13'120, faellig 30.07.2026	Albertstrasse 7 / Nova	2026-07-30	unklar	JANS	2026-08-04		
debitor-re-00101-tschopp-gertrud-stefan-chf-	Debitor RE-00101 — Tschopp Gertrud & Stefan, CHF 6'000, faellig 31.07.2026	2414 Thalwil / Tschopp	2026-07-31	beobachten	JANS	2026-08-05		
debitoren-hub-infrastruktur-hoch	Debitoren / Hub-Infrastruktur   hoch			erledigt	unbekannt	2026-08-31		2026-08-00
der-agent-email-legt-mail-entw-rfe-ohne-text	Der Agent email legt Mail-Entwürfe ohne Text an — und die QS kann das nicht sehen	Betrieb / Mail-Harness	offen	offen	Raphael	2026-08-01		
der-nachfass-entwurf-an-b-k-bler-mit-der-zus	Der Nachfass-Entwurf an B. Kübler mit der Zustellfrist 04.08. 17:00 liegt seit dem 31.07.	2619 KISPI	2026-08-04	unklar	unbekannt	2026-08-15	2026-07-31	
der-tailscale-waechter-aus-rule-auto-verbess	Der Tailscale-Waechter aus Rule auto-verbesserungen 260824 ist auf KEINER Station installi	Hub-Infrastruktur / Fernzugang	offen (P1-Klasse)	unklar	unbekannt	2026-08-28		
divergenz-lokal-remote	Divergenz lokal / remote			erledigt	unbekannt			
dr-d-chaled-22-06-zum-kv-dachausbau-folgekos	Dr. D. Chaled (22.06.) zum KV Dachausbau/Folgekosten Bahnhofstrasse: zwei	Bahnhofstrasse	2026-06-22	unklar	unbekannt	2026-07-31		
dropbox-abo-verlaengert-sich-automatisch-dan	Dropbox-Abo verlaengert sich automatisch, danach jaehrlich EUR 203.88	Infrastruktur	2026-08-18	beobachten	unbekannt	2026-08-18		
dropbox-meldet-26-07-16-04-die-hinterlegte-k	Dropbox meldet 26.07. 16:04, die hinterlegte Kreditkarte laufe Ende Monat ab	Infrastruktur	2026-07-00	offen	unbekannt	2026-08-18		
ebaugesuchezh-einladung-abaenderungsplan-umb	eBaugesucheZH-Einladung «Abaenderungsplan Umbau Ladenflaeche» (F. Jashari	neu/extern	offen	beobachten	unbekannt	2026-07-02		
ebaugesuchezh-meldet-28-07-zwei-neue-aktione	eBaugesucheZH meldet 28.07. zwei neue Aktionen	Baueingaben ZH	zu pruefen	zu pruefen	Raphael	2026-07-30		
eigene-messung-11-09-2026-08-3x-bis-08-5x-ss	Eigene Messung 11.09.2026 08:3x bis 08:5x (ssh mini/macbook sed s/=.*/=…/			erledigt	unbekannt	2026-09-11		2026-09-00
energie-als-eigener-skill-meta-punkt-m2-ruec	energie als eigener Skill (Meta-Punkt M2) — Rueckfrage Raphaels offen	Wissens-Layer energie	offen	Entscheid Raphael	unbekannt	2026-07-28		
energie-loop-feuert-doppelt-vierte-nacht-in-	Energie-Loop feuert doppelt — vierte Nacht in Folge, kostet und liefert nichts (Entschei	Betrieb / Lern-Loops	offen	offen	unbekannt	2026-07-30		
entscheid-abbruchkriterium-fuer-verifikation	Entscheid Abbruchkriterium fuer Verifikationsschleifen der KB normen — blockiert seit zw			erledigt	Raphael	2026-08-18		
entscheid-raphael-scheduled-task-synobsis-ba	Entscheid Raphael: Scheduled Task synobsis-batch-nacht (Mac Mini) stilllegen	Hub-Betrieb	offen	Entscheid Raphael	unbekannt	2026-07-20		
eproid-anfrage-b26-00705-01-via-ebaugesuchez	EPROID-Anfrage B26-00705.01 via eBaugesucheZH — Antwort pruefen, sonst	2619 KISPI	2026-06-20	nachfassen	unbekannt	2026-07-02		
fertigstellungsanzeige-meldekarte-an-das-afb	Fertigstellungsanzeige / Meldekarte an das AfB	2619 KISPI PPTS	2026-11-23	offen	unbekannt	2026-08-26		
freigabe-entscheid-raphael-jurybericht-2507-	Freigabe-Entscheid Raphael: Jurybericht 2507 Halden herunterladen?	Wettbewerbs-Layer	offen	Entscheid Raphael	unbekannt	2026-07-20	2026-04-02	
g-scherbl-wintec-22-06-fuer-die-private-kont	G. Scherbl (Wintec, 22.06.) fuer die private Kontrolle (Heizung/Sanitaer	private Kontrolle	2026-06-22	unklar	unbekannt	2026-07-31		
garantie-bodenbel-ge-linoleum-kautschuk-2619	Garantie Bodenbeläge Linoleum/Kautschuk 2619 KISPI (Los 281.21, Inevo AG) — die erste G			erledigt	unbekannt	2026-08-21		2029-07-31
giebelweg-12-langnau-a-a-c-bopp-meldet-30-06	Giebelweg 12, Langnau a/A — C. Bopp meldet 30.06.: Einwendung gegen die	2621 Giebelweg/Bopp	2026-06-30	beobachten	unbekannt	2026-06-30		
gut-zur-ausf-hrung-innere-verglasungen-mit-u	Gut zur Ausführung Innere Verglasungen mit Unterschrift Architektur und Bauherrschaft	2619 KISPI PPTS, Los 274.01 Jegen	2026-08-00	offen	unbekannt	2026-08-31		
hub-betrieb-beide-stationen-hoch	Hub-Betrieb, beide Stationen   hoch			erledigt	unbekannt	2026-08-29		0008-00-00
hub-betrieb-kontingent-hoch	Hub-Betrieb / Kontingent   hoch			erledigt	unbekannt	2026-08-31		2026-08-00
hub-betrieb-mac-mini-mittel	Hub-Betrieb / Mac Mini   mittel			erledigt	unbekannt	2026-08-31		0008-00-00
hub-infrastruktur-alle-kbs-und-stationen-hoc	Hub-Infrastruktur / alle KBs und Stationen   hoch (P1)			erledigt	unbekannt	2026-08-29		2026-08-00
hub-infrastruktur-alle-stationen	Hub-Infrastruktur / alle Stationen   —			erledigt	unbekannt	2026-08-30		2026-08-00
hub-infrastruktur-alle-stationen-hoch-p1	Hub-Infrastruktur / alle Stationen   hoch (P1)			erledigt	unbekannt	2026-08-31		2026-08-00
hub-infrastruktur-alle-stationen-hoch-p1-unv	Hub-Infrastruktur / alle Stationen   hoch (P1), unverändert, jetzt auf			erledigt	unbekannt	2026-08-30		2026-08-00
hub-meldekan-le-hoch	Hub/Meldekanäle   hoch			erledigt	unbekannt	2026-08-26		0008-00-00
hub-weite-ae-oe-drift-im-ganzen-wissens-laye	Hub-weite ae/oe-Drift im ganzen Wissens-Layer — Ursache gefunden und behoben: scripts/cl	Betrieb / Wissens-Layer	2026-08-00	unklar	unbekannt	2026-08-01		
hub-wissens-layer-mittel	Hub/Wissens-Layer   mittel			erledigt	unbekannt	2026-08-26		0008-00-00
hub12-event-region-z-rich-save-the-date	HUB12-Event, Region Zürich — Save the date	Netzwerk	2026-09-10	unklar	unbekannt	2026-09-10		
immobilienbewertungs-kb-saettigungsbefund-in	Immobilienbewertungs-KB: Saettigungsbefund in Zweifel	Wissens-Layer immobilienbewertung	offen	offen	unbekannt	2026-07-29		
jans-datenaustausch-sharepoint-gastzugriff-a	JANS DATENAUSTAUSCH (SharePoint-Gastzugriff): Ablauf 10.07. verstrichen (6			erledigt	unbekannt	2026-07-11		2026-07-11
jomos-sprinkleranlage-kispi-auftragsbestaeti	Jomos Sprinkleranlage (KISPI) — Auftragsbestaetigung 308115-79			erledigt	unbekannt	2026-07-10		2026-07-10
kaffeekosten-m-kepenek-rechnung-jan-juli-202	Kaffeekosten M. Kepenek — Rechnung Jan–Juli 2026 (CHF 30/Mt inkl. MwSt, CHF	privat/Buero	2026-07-22	beobachten	unbekannt	2026-07-22		
kb-twin-33-von-60-registrierten-rohquellen-r	KB twin: 33 von 60 registrierten Rohquellen (raw/) fehlen physisch auf der Platte, Root-Ca	Hub-Betrieb / KB twin	offen	zu klaeren	unbekannt	2026-07-22		
kispi-akutspital-1-og-kollision-bodenablauf-	KISPI Akutspital 1. OG — Kollision Bodenablauf Duschen ↔ Bodenheizung	2619 KISPI	offen	offen	JANS	2026-08-03		
kispi-auflagebereinigung-1171-26-ball-bei-de	KISPI Auflagebereinigung 1171/26 — Ball bei den Fachstellen, neue Zustaendigkeiten	2619 KISPI	offen	beobachten	unbekannt	2026-07-29		
kispi-auflagebereinigung-bauentscheid-1171-2	KISPI Auflagebereinigung Bauentscheid 1171/26 Lenggstrasse 30 — Abaenderungsplaene (Aufl			erledigt	unbekannt	2026-07-24		2026-07-24
kispi-auflagenbereinigung-vor-baufreigabe-j-	KISPI Auflagenbereinigung vor Baufreigabe: J. Ziegel (Gruner, 13.07. 14:13)	2619 KISPI	offen (verzoegert)	nachfassen	JANS	2026-07-21	2026-07-16	
kispi-baufreigabe-l-ftung-rj-hat-gruner-drin	KISPI Baufreigabe Lüftung — RJ hat Gruner dringend um den UGZ-Kontakt gebeten. ÜBERHOL	2619 KISPI	2026-07-00	erledigt	extern: Kübler/Gruner	2026-08-03		
kispi-brandschutz-korrekturfassung-ziegel-er	KISPI Brandschutz Korrekturfassung Ziegel — erledigt, Bringschuld lag bei Ziegel			erledigt	unbekannt	2026-07-24		2026-07-24
kispi-die-anmerkungen-der-feuerpolizei-sind-	KISPI — die Anmerkungen der Feuerpolizei sind inventarisiert, und eine davon steht in ke	2619 KISPI	2026-08-04	unklar	unbekannt	2026-08-04		
kispi-durchgang-des-bemerkungs-pdf-der-feuer	KISPI — Durchgang des Bemerkungs-PDF der Feuerpolizei mit J. Ziegel (Gruner)	2619 KISPI	2026-08-05	unklar	unbekannt	2026-08-18		
kispi-duschwannen-die-aufbauh-he-reicht-rech	KISPI Duschwannen: die Aufbauhöhe reicht rechnerisch nicht für die bodenebenen Duschen, 	2619 KISPI PPTS, Sanitär	erledigt	unklar	unbekannt	2026-08-21		
kispi-governance-c-schaefer-02-07-haelt-fest	KISPI-Governance: C. Schaefer (02.07.) haelt fest — A. Spahic (bzw	2619 KISPI	offen	beobachten	unbekannt	2026-07-02		
kispi-kueche-elektro-geraete-reap-s-keller-l	KISPI Kueche (Elektro/Geraete) — reap (S. Keller) liefert 14.07. 09:27 die	2619 KISPI	offen	beobachten	unbekannt	2026-07-14		
kispi-lbw-beschichtung-fachfrage-beantwortet	KISPI LBW-Beschichtung — Fachfrage BEANTWORTET (Dauerschicht-Zyklus 35)	2619 KISPI	2026-07-00	unklar	unbekannt	2026-07-21		
kispi-los-231-10-tekosi-ball-bei-l-hiltmann	KISPI Los 231.10 TeKoSi — Ball bei L. Hiltmann	2619 KISPI	offen	beobachten	unbekannt	2026-09-01		
kispi-los-231-10-tekosi-besprechung-auftrags	KISPI Los 231.10 TeKoSi — Besprechung Auftragsbestaetigung durchgefuehrt			erledigt	unbekannt	2026-07-24		2026-07-24
kispi-los-231-10-tekosi-termin-auftragsbesta	KISPI Los 231.10 TeKoSi — Termin Auftragsbestaetigung durchgefuehrt			erledigt	unbekannt	2026-07-24		2026-07-24
kispi-los-231-10-tuerfachplanung-l-hiltmann-	KISPI Los 231.10 Tuerfachplanung — L. Hiltmann (Tekosi) sendet 06.07. 16:00	2619 KISPI	2026-07-06	unklar	JANS	2026-07-20		
kispi-los-231-10-tuerfachplanung-tekosi-ruec	KISPI Los 231.10 Tuerfachplanung TeKoSi — Rueckmeldung ist RAUS, Selbstfrist 20.07. eing			erledigt	unbekannt	2026-07-20		2026-07-20
kispi-los-273-35-kuechenbau-t-inniger-schrei	KISPI LOS 273.35 Kuechenbau — T. Inniger (Schreinermanufaktur) sendet 30.06	2619 KISPI	2026-06-30	nachfassen	JANS	2026-08-09		
kispi-los-273-35-roethlisberger-nachfass-ins	KISPI Los 273.35 Roethlisberger — Nachfass Installationsplaene erledigt, neue Frist 03.0			erledigt	unbekannt	2026-08-03		2026-07-27
kispi-los-273-35-therapiekueche-definitive-i	KISPI Los 273.35 Therapiekueche — definitive Installationsplaene + Geraeteliste von Roet	2619 KISPI	2026-08-03	unklar	JANS	2026-09-02	2026-07-28	
kispi-los-274-01-jegen-definitive-offerte-an	KISPI LOS 274.01 Jegen «definitive Offerte anfordern» — gegenstandslos			erledigt	unbekannt	2026-07-24		2026-07-24
kispi-los-274-01-jegen-die-lieferfristen-lie	KISPI Los 274.01 Jegen: die Lieferfristen liegen vor, und sie machen die Freigabe zum krit	2619 KISPI, Los 274.01 Türbau	offen	unklar	unbekannt	2026-08-17		
kispi-og1-brandabschottung-der-halfenschiene	KISPI OG1 — Brandabschottung der Halfenschienen: vier Punkte gesetzt, drei davon mit Bal	2619 KISPI OG1, Brandschutz	offen	unklar	extern: KISPI-Bauleitung	2026-08-19		
kispi-ppts-baufreigabe-erteilt-entscheid-pos	KISPI PPTS — BAUFREIGABE ERTEILT, Entscheid positiv			erledigt	unbekannt	2026-08-20		2026-08-19
kispi-ppts-brandschutz-auflagebereinigung-24	KISPI PPTS Brandschutz Auflagebereinigung (24.06. 09:00–09:30 Teams, L			erledigt	unbekannt	2026-06-24		2026-06-24
kispi-pr-fbarer-l-ftungsplan-gruner-intern-s	KISPI — prüfbarer Lüftungsplan: Gruner-intern strittig, Terminvorgabe wird von RJ erwa	2619 KISPI	offen	offen	extern: Duran	2026-08-03		
kispi-prinzippl-ne-jegen-los-274-01-tuerbau-	KISPI Prinzippläne Jegen (Los 274.01 / Tuerbau) — Rueckmeldung bis Di 21.07	2619 KISPI	2026-07-21	offen	unbekannt	2026-09-01	2026-07-17	
kispi-private-kontrolle-lueftung-en105-en110	KISPI private Kontrolle Lueftung (EN105/EN110): KONTROLLEUR-WECHSEL vollzogen	2619 KISPI	2026-07-00	beobachten	JANS	2026-08-03		
kispi-schiebetuer-spezifikation-st1-st2-fixi	KISPI Schiebetuer-Spezifikation ST1/ST2 fixiert (RJ 14.07. 07:03/07:51)			erledigt	unbekannt	2026-07-15		2026-07-15
kispi-schiebetueren-st1-st2-los-273-35-tuerb	KISPI Schiebetueren ST1/ST2 (Los 273.35, Tuerbau): RJ fixiert 14.07. die	2619 KISPI	offen	beobachten	unbekannt	2026-07-14		
kispi-t-rbuch-sicherheitskonzept-geb-ndelte-	KISPI Türbuch + Sicherheitskonzept — gebündelte Stellungnahme aller internen KISPI-Ste	2619 KISPI	2026-08-15	unklar	unbekannt	2026-09-01		
kispi-therapiekueche-32-fragen-zur-lueftung-	KISPI Therapiekueche — 32 Fragen zur Lueftung an vier Stellen formuliert, NOCH NICHT VER	2619 KISPI	offen	offen	JANS	2026-07-28		
kispi-therapiestation-installationsplan-l-ft	KISPI Therapiestation — Installationsplan Lüftung vom QS Brandschutz zurückgewiesen	2619 KISPI	offen	beobachten	extern: Duran/Gruner	2026-07-29		
kispi-tuerbuch-sicherheitskonzept-rueckmeldu	KISPI Tuerbuch + Sicherheitskonzept — Rueckmeldung der KISPI-Fachstellen	2619 KISPI	2026-07-31	unklar	JANS	2026-09-01		
kispi-vorabzug-heizungs-k-lteplan-von-b-k-bl	KISPI — Vorabzug Heizungs-/Kälteplan von B. Kübler eingetroffen, Prüfung durch RJ aus	2619 KISPI	offen	beobachten	unbekannt	2026-08-03		
kontext-diaet-token-reduktion-umgesetzt-stat	Kontext-Diaet / Token-Reduktion — umgesetzt statt «zur Freigabe»			erledigt	unbekannt	2026-07-20		2026-07-20
kontrolle-lueftung-even-22-06-09-00-09-30-f-	Kontrolle Lueftung EVEN (22.06. 09:00–09:30, F. Wuersch/KISPI + C			erledigt	unbekannt	2026-06-22		2026-06-22
koordinationssitzung-gruner-jans-kispi-09-07	Koordinationssitzung Gruner/Jans/KISPI 09.07. 13:00–14:00 Teams			erledigt	unbekannt	2026-07-10		2026-07-10
korrektur-hub-chef-01-08-2026-08-45-dieser-b	KORREKTUR Hub-Chef 01.08.2026, 08:45: dieser Befund ist falsch — der Vorfilter ist NICHT	Betrieb / Mail-Harness	2026-08-00	erledigt (Fehlalarm)	unbekannt	2026-08-01		
kreditor-berufsbildungsfonds-raum-und-baupla	Kreditor Berufsbildungsfonds Raum- und Bauplanung 2026 — CHF 220.00, 30 Tage netto	Buchhaltung/Kreditoren	2026-09-24	offen	unbekannt	2026-08-25		
kuehlkorpus-elit-preisauskunft-einholen	Kuehlkorpus Elit — Preisauskunft einholen	Kuechen-Strang (vgl. KISPI Los 273.35)	offen	offen	JANS	2026-07-27		
l-merci-kispi-24-06-kommt-nicht-auf-den-plan	L. Merci (KISPI, 24.06.) kommt nicht auf den Plangrundlagen-Ordner (Tekosi-Pfad	2619 KISPI	2026-06-24	nachfassen	unbekannt	2026-06-24		
lenggstrasse-30-2026-171-0092-schutzraeume-e	Lenggstrasse 30 (2026/171/0092) Schutzraeume-/Ersatzabgaben-Rechnung —			erledigt	unbekannt	2026-07-09		2026-07-09
m-prencipe-bittet-um-die-sia-normen-118-2013	M. Prencipe bittet um die SIA-Normen 118:2013 und 102 — Antwort und Lizenzentscheid Raph	Netzwerk / KB normen	offen	erledigt	Raphael	2026-08-03		
m365-admin-zugangsdaten-wurden-per-mail-berm	M365-Admin-Zugangsdaten wurden per Mail übermittelt — Passwortwechsel empfohlen	Infrastruktur / M365	offen	offen	Raphael	2026-07-29		
m365-backup-clal-na-am-selben-tag-gel-st	M365-Backup Clalüna — am selben Tag gelöst			erledigt	unbekannt	2026-07-30		2026-07-30
m365-zertifikat-erneuern-laeuft-ab	M365-Zertifikat erneuern (laeuft ab)	M365-Connector	2028-03-23	beobachten	unbekannt			
mac-mini-der-native-nas-commit-scheitert-wie	Mac Mini: der native NAS-Commit scheitert wiederholt am nicht auflösbaren Tailscale-Hostn	Infrastruktur / Mac Mini	offen	offen	JANS	2026-08-23		
meldung-baustart-an-die-feuerpolizei-der-sta	Meldung Baustart an die Feuerpolizei der Stadt Zürich	2619 KISPI PPTS	2026-09-01	unklar	unbekannt	2026-09-01		
mittagessen-vorschlag-m-prencipe-mail-17-06-	Mittagessen-Vorschlag M. Prencipe (Mail 17.06.) — Antwort/Termin noch offen	Netzwerk	2026-06-23	unklar	unbekannt	2026-07-31		
n-ramminger-kispi-22-06-bestaetigt-die-raumn	N. Ramminger (KISPI, 22.06.) bestaetigt die Raumnummern und gibt sie frei	2619 KISPI	2026-06-22	nachfassen	unbekannt	2026-06-22		
nachtrag-radar-01-08-2026-der-termin-vom-31-	NACHTRAG RADAR 01.08.2026: der Termin vom 31.07. 11:00 ist verstrichen, ein Ergebnisbeleg 	2619 KISPI	2026-08-00	Termin	extern: Gruner	2026-08-01		
nachtrag-radar-01-08-der-termin-ist-verstric	NACHTRAG RADAR 01.08.: der Termin ist verstrichen; ob das Kapitaleinzahlungskonto dort ang	AG Raphael Jans AG / privat	2026-08-00	Termin	unbekannt	2026-08-05		
nachtrag-radar-04-09-der-entwurf-an-r-steinm	NACHTRAG RADAR 04.09.: der Entwurf an R. Steinmann ist nicht mehr rechtzeitig — er ist s	2620 Albertstrasse 7 / Nova Property	2026-09-00	unklar	unbekannt	2026-09-04		
